provenance,protocol_id,device_id,run_id,instrument_id,calibration_record_id,measurement_plane,phase_reference_id,phase_convention,channel_id,emitter_x_m,emitter_y_m,emitter_z_m,frequency_hz,sound_speed_m_s,target_x_m,target_y_m,target_z_m,measured_drive_phase_rad
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,81,-0.026000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.605527699440
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,82,-0.022000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.873383739915
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,83,-0.018000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.230853205061
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,84,-0.014000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.679868905823
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,85,-0.010000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.222132733170
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,86,-0.006000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.142276045347
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,87,-0.002000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.875096435768
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,88,0.002000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.704651238838
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,89,0.006000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.631502283604
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,90,0.010000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.655892019700
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,91,0.014000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.777739518886
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,92,0.018000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.996641812158
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,93,0.022000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.028695204013
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,94,0.026000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.439248155232
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,95,0.030000,-0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.943805691272
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,96,-0.030000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.331846921819
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,97,-0.026000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.511387767045
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,98,-0.022000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.778481975744
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,99,-0.018000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.135272619320
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,100,-0.014000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.583698429264
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,101,-0.010000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.125466629777
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,102,-0.006000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.045213198398
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,103,-0.002000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.777739518886
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,104,0.002000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.607105789008
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,105,0.006000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.533875697965
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,106,0.010000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.558292501822
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,107,0.014000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.680275002909
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,108,0.018000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.899418894343
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,109,0.022000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.215003418042
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,110,0.026000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.342817775401
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,111,0.030000,-0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.847918695158
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,112,-0.030000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.331846921819
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,113,-0.026000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.511387767045
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,114,-0.022000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.778481975744
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,115,-0.018000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.135272619320
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,116,-0.014000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.583698429264
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,117,-0.010000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.125466629777
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,118,-0.006000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.045213198398
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,119,-0.002000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.777739518886
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,120,0.002000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.607105789008
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,121,0.006000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.533875697965
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,122,0.010000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.558292501822
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,123,0.014000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.680275002909
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,124,0.018000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.899418894343
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,125,0.022000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.215003418042
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,126,0.026000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.342817775401
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,127,0.030000,-0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.847918695158
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,128,-0.030000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.425148387394
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,129,-0.026000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.605527699440
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,130,-0.022000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.873383739915
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,131,-0.018000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.230853205061
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,132,-0.014000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.679868905823
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,133,-0.010000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.222132733170
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,134,-0.006000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.142276045347
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,135,-0.002000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.875096435768
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,136,0.002000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.704651238838
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,137,0.006000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.631502283604
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,138,0.010000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.655892019700
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,139,0.014000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.777739518886
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,140,0.018000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.996641812158
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,141,0.022000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.028695204013
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,142,0.026000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.439248155232
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,143,0.030000,0.002000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.943805691272
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,144,-0.030000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.611468389846
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,145,-0.026000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.793516952285
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,146,-0.022000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.062889556120
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,147,-0.018000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.421710241500
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,148,-0.014000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.871900068176
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,149,-0.010000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.415150343541
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,150,-0.006000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.052897953262
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,151,-0.002000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.069488892604
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,152,0.002000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.899418894343
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,153,0.006000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.826431404945
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,154,0.010000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.850767274484
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,155,0.014000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,5.972346109133
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,156,0.018000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,6.190767593615
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,157,0.022000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.222132733170
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,158,0.026000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,0.631796610212
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,159,0.030000,0.006000,0.000000,40000.0,343.0,0.007,-0.004,0.120,1.135272619320
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,160,-0.030000,0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.890245340009
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,161,-0.026000,0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,3.074778764372
synthetic,phase-protocol-v1,SYNTHETIC-NOT-A-DEVICE,template-run-001,SYNTHETIC-INSTRUMENT,SYNTHETIC-CALIBRATION-NOT-A-RECORD,electrical_drive_output,synthetic-reference-001,cos_omega_t_plus_phi,162,-0.022000,0.010000,0.000000,40000.0,343.0,0.007,-0.004,0.120,2.346408645515
